+------+----------------------+--------------------+-----------+-----------+---------------------------+-------------+----------------------------------------------+-------------------+-------------+-----------------+-----------------+----------------+--------------+------------------+------------------+-----------------+-----------+---------------+---------------+--------------+-----------+---------------+---------------+--------------+-------------+-----------------+-----------------+----------------+-------------+-----------------+-----------------+----------------+------------------+---------------+-------------------+-------------------+------------------+------------+----------------+----------------+---------------+----------+--------------+--------------+-------------+------------+---------------+-----------+---------------+---------------+--------------+----------+--------------+--------------+-------------+-----------+---------------+---------------+--------------+----------+--------------+--------------+-------------+---------------+-----------+---------------+---------------+--------------+--------------+-----------+---------------+------------+------------+---------------+---------------+-----------+---------------+---------------+-----------+---------------+---------------+--------------+------------------+------------------+
|      | pl_name              | hostname           |   sy_snum |   sy_pnum | discoverymethod           |   disc_year | disc_facility                                |   pl_controv_flag |   pl_orbper |   pl_orbpererr1 |   pl_orbpererr2 |   pl_orbperlim |   pl_orbsmax |   pl_orbsmaxerr1 |   pl_orbsmaxerr2 |   pl_orbsmaxlim |   pl_rade |   pl_radeerr1 |   pl_radeerr2 |   pl_radelim |   pl_radj |   pl_radjerr1 |   pl_radjerr2 |   pl_radjlim |   pl_bmasse |   pl_bmasseerr1 |   pl_bmasseerr2 |   pl_bmasselim |   pl_bmassj |   pl_bmassjerr1 |   pl_bmassjerr2 |   pl_bmassjlim | pl_bmassprov     |   pl_orbeccen |   pl_orbeccenerr1 |   pl_orbeccenerr2 |   pl_orbeccenlim |   pl_insol |   pl_insolerr1 |   pl_insolerr2 |   pl_insollim |   pl_eqt |   pl_eqterr1 |   pl_eqterr2 |   pl_eqtlim |   ttv_flag | st_spectype   |   st_teff |   st_tefferr1 |   st_tefferr2 |   st_tefflim |   st_rad |   st_raderr1 |   st_raderr2 |   st_radlim |   st_mass |   st_masserr1 |   st_masserr2 |   st_masslim |   st_met |   st_meterr1 |   st_meterr2 |   st_metlim | st_metratio   |   st_logg |   st_loggerr1 |   st_loggerr2 |   st_logglim | rastr        |        ra | decstr        |        dec |    sy_dist |   sy_disterr1 |   sy_disterr2 |   sy_vmag |   sy_vmagerr1 |   sy_vmagerr2 |   sy_kmag |   sy_kmagerr1 |   sy_kmagerr2 |   sy_gaiamag |   sy_gaiamagerr1 |   sy_gaiamagerr2 |
| 1278 | K2-105 b             | K2-105             |         1 |         1 | Transit                   |        2017 | K2                                           |                 0 |    8.26699  |      7e-06      |     -6.7e-06    |              0 |     0.0833   |         0.0039   |        -0.0116   |               0 |     3.59  |         0.11  |        -0.07  |            0 |     0.32  |         0.01  |        -0.006 |            0 |    30       |        19       |       -19       |              0 |     0.09439 |         0.05978 |        -0.05978 |              0 | Mass             |    nan        |        nan        |        nan        |              nan |      95.58 |         nan    |         nan    |             0 |      928 |            1 |          -23 |           0 |          0 | K1            |   5636    |         49    |        -52    |            0 |     0.97 |         0.01 |        -0.01 |           0 |      1.05 |          0.02 |         -0.02 |            0 |    0.23  |        0.04  |       -0.03  |           0 | [Fe/H]        |      4.49 |          0.01 |         -0.01 |            0 | 08h21m40.87s | 125.42    | +13d29m51.04s |  13.4975   |  197.989   |       1.555   |      -1.53    |  11.752   |        0.032  |       -0.032  |    10.091 |         0.019 |        -0.019 |     11.7124  |        0.000308  |       -0.000308  |
| 1282 | K2-110 b             | K2-110             |         1 |         1 | Transit                   |        2017 | K2                                           |                 0 |   13.8639   |      0.000325   |     -0.000329   |              0 |     0.1027   |         0.0011   |        -0.0011   |               0 |     2.56  |         0.07  |        -0.07  |            0 |     0.228 |         0.006 |        -0.006 |            0 |    16.7     |         3.2     |        -3.2     |              0 |     0.05254 |         0.01007 |        -0.01007 |              0 | Mass             |      0.079    |          0.07     |         -0.07     |                0 |     nan    |         nan    |         nan    |           nan |      575 |            8 |           -8 |           0 |          0 | K3 V          |   4950    |         58    |        -58    |            0 |     0.71 |         0.01 |        -0.01 |           0 |      0.75 |          0.02 |         -0.02 |            0 |   -0.21  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.61 |          0.02 |         -0.02 |            0 | 13h49m23.94s | 207.35    | -12d17m05.71s | -12.2849   |  116.474   |       0.431   |      -0.427   |  11.985   |        0.046  |       -0.046  |     9.607 |         0.024 |        -0.024 |     11.6627  |        0.00024   |       -0.00024   |
| 1283 | K2-111 b             | K2-111             |         1 |         2 | Transit                   |        2017 | K2                                           |                 0 |    5.3518   |      0.0004     |     -0.0004     |              0 |     0.057    |         0.0012   |        -0.0012   |               0 |     1.82  |         0.11  |        -0.09  |            0 |     0.162 |         0.01  |        -0.008 |            0 |     5.29    |         0.76    |        -0.77    |              0 |     0.01664 |         0.00239 |        -0.00242 |              0 | Mass             |      0.13     |          0.13     |         -0.09     |                0 |     nan    |         nan    |         nan    |           nan |     1309 |           71 |          -63 |           0 |          0 | G2            |   5775    |         60    |        -60    |            0 |     1.25 |         0.02 |        -0.02 |           0 |      0.84 |          0.02 |         -0.02 |            0 |   -0.46  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.25 |          0.15 |         -0.15 |            0 | 03h59m33.67s |  59.8903  | +21d17m54.69s |  21.2985   |  200.394   |       2.763   |      -2.69    |  11.13    |        0.034  |       -0.034  |     9.377 |         0.021 |        -0.021 |     10.9294  |        0.000621  |       -0.000621  |
| 1284 | K2-111 c             | K2-111             |         1 |         2 | Radial Velocity           |        2020 | Multiple Observatories                       |                 0 |   15.6785   |      0.0064     |     -0.0063     |              0 |     0.1166   |         0.0025   |        -0.0025   |               0 |     3.37  |       nan     |       nan     |            0 |     0.301 |       nan     |       nan     |            0 |    11.3     |         1.1     |        -1.1     |              0 |     0.03555 |         0.00346 |        -0.00346 |              0 | Msini            |      0.07     |          0.07     |         -0.05     |                0 |     nan    |         nan    |         nan    |           nan |      nan |          nan |          nan |         nan |          0 | G2            |   5775    |         60    |        -60    |            0 |     1.25 |         0.02 |        -0.02 |           0 |      0.84 |          0.02 |         -0.02 |            0 |   -0.46  |        0.05  |       -0.05  |           0 | [Fe/H]        |      4.25 |          0.15 |         -0.15 |            0 | 03h59m33.67s |  59.8903  | +21d17m54.69s |  21.2985   |  200.394   |       2.763   |      -2.69    |  11.13    |        0.034  |       -0.034  |     9.377 |         0.021 |        -0.021 |     10.9294  |        0.000621  |       -0.000621  |
| 1293 | K2-12 b              | K2-12              |         1 |         1 | Transit                   |        2015 | K2                                           |                 0 |    8.28212  |      0.0006     |     -0.0006     |              0 |     0.0802   |         0.0021   |        -0.0021   |               0 |     2.33  |         0.58  |        -0.58  |            0 |     0.208 |         0.052 |        -0.052 |            0 |     6.04    |       nan       |       nan       |              0 |     0.019   |       nan       |       nan       |              0 | M-R relationship |    nan        |        nan        |        nan        |              nan |     310    |         178    |        -178    |             0 |     1003 |          121 |         -121 |           0 |          0 | F9            |   5800    |         53    |        -90    |            0 |     1.01 |         0.27 |        -0.09 |           0 |      1.01 |          0.05 |         -0.06 |            0 |    0.03  |        0.13  |       -0.17  |           0 | [Fe/H]        |      4.3  |          0.1  |         -0.1  |            0 | 11h32m46.06s | 173.192   | +02d14m40.85s |   2.24468  |  326.381   |       6.282   |      -6.053   |  12.38    |        0.103  |       -0.103  |    10.605 |         0.024 |        -0.024 |     12.0884  |        0.000331  |       -0.000331  |
| 1304 | K2-13 b              | K2-13              |         1 |         1 | Transit                   |        2015 | K2                                           |                 0 |   39.9149   |      0.32477    |     -0.32477    |              0 |     0.2114   |         0.0061   |        -0.0061   |               0 |     1.89  |         0.95  |        -0.95  |            0 |     0.169 |         0.085 |        -0.085 |            0 |     4.23    |       nan       |       nan       |              0 |     0.0133  |       nan       |       nan       |              0 | M-R relationship |    nan        |        nan        |        nan        |              nan |      22.8  |           4.1  |          -4.1  |             0 |      511 |          126 |         -126 |           0 |          0 | G3            |   5698    |         45    |        -82    |            0 |     0.78 |         0.09 |        -0.05 |           0 |      0.8  |          0.04 |         -0.04 |            0 |   -0.54  |        0.12  |       -0.14  |           0 | [Fe/H]        |      4.33 |          0.07 |         -0.07 |            0 | 11h20m37.31s | 170.155   | +02d30m09.91s |   2.50275  |  342.394   |       4.436   |      -4.326   |  12.882   |        0.046  |       -0.046  |    11.169 |         0.026 |        -0.026 |     12.739   |        0.000294  |       -0.000294  |
| 1313 | K2-136 c             | K2-136             |         2 |         3 | Transit                   |        2017 | K2                                           |                 0 |   17.3071   |      0.000252   |     -0.000284   |              0 |     0.11728  |         0.00048  |        -0.00048  |               0 |     2.91  |         0.11  |        -0.1   |            0 |     0.26  |         0.01  |        -0.009 |            0 |     8.8     |       nan       |       nan       |              0 |     0.0277  |       nan       |       nan       |              0 | M-R relationship |      0.13     |          0.27     |         -0.11     |                0 |      11.9  |           3.7  |          -3.2  |             0 |      425 |           10 |          -33 |           0 |          0 | K5.5          |   4499    |         50    |        -50    |            0 |     0.66 |         0.02 |        -0.02 |           0 |      0.74 |          0.02 |         -0.02 |            0 |    0.15  |        0.03  |       -0.03  |           0 | [Fe/H]        |      4.66 |          0.02 |         -0.02 |            0 | 04h29m39.09s |  67.4129  | +22d52m57.24s |  22.8826   |   59.2474  |       0.1877  |      -0.1865  |  11.101   |        0.057  |       -0.057  |     8.368 |         0.019 |        -0.019 |     10.8545  |        0.000535  |       -0.000535  |
| 1317 | K2-138 c             | K2-138             |         1 |         6 | Transit                   |        2017 | K2                                           |                 0 |    3.56004  |      0.00012    |     -0.00011    |              0 |     0.04461  |         0.0003   |        -0.00038  |               0 |     2.299 |         0.12  |        -0.087 |            0 |     0.205 |         0.011 |        -0.008 |            0 |     6.31    |         1.13    |        -1.23    |              0 |     0.01985 |         0.00356 |        -0.00387 |              0 | Mass             |      0.045    |          0.051    |         -0.032    |                0 |     279    |          21    |         -20    |             0 |     1012 |           65 |          -61 |           0 |          0 | G8 V          |   5356.3  |         41.8  |        -13.1  |            0 |     0.86 |         0.03 |        -0.02 |           0 |      0.94 |          0.02 |         -0.02 |            0 |    0.14  |        0.04  |       -0.04  |           0 | [M/H]         |      4.54 |          0.02 |         -0.04 |            0 | 23h15m47.77s | 348.949   | -10d50m59.06s | -10.8497   |  202.585   |       2.028   |      -1.989   |  12.246   |        0.092  |       -0.092  |    10.305 |         0.021 |        -0.021 |     12.0252  |        0.000364  |       -0.000364  |
| 1318 | K2-138 d             | K2-138             |         1 |         6 | Transit                   |        2017 | K2                                           |                 0 |    5.40479  |      0.00021    |     -0.00021    |              0 |     0.05893  |         0.0004   |        -0.0005   |               0 |     2.39  |         0.104 |        -0.084 |            0 |     0.213 |         0.009 |        -0.007 |            0 |     7.92    |         1.39    |        -1.35    |              0 |     0.02492 |         0.00437 |        -0.00425 |              0 | Mass             |      0.043    |          0.041    |         -0.03     |                0 |     160    |          12    |         -11    |             0 |      888 |           57 |          -53 |           0 |          0 | G8 V          |   5356.3  |         41.8  |        -13.1  |            0 |     0.86 |         0.03 |        -0.02 |           0 |      0.94 |          0.02 |         -0.02 |            0 |    0.14  |        0.04  |       -0.04  |           0 | [M/H]         |      4.54 |          0.02 |         -0.04 |            0 | 23h15m47.77s | 348.949   | -10d50m59.06s | -10.8497   |  202.585   |       2.028   |      -1.989   |  12.246   |        0.092  |       -0.092  |    10.305 |         0.021 |        -0.021 |     12.0252  |        0.000364  |       -0.000364  |
| 1319 | K2-138 e             | K2-138             |         1 |         6 | Transit                   |        2017 | K2                                           |                 0 |    8.26146  |      0.00021    |     -0.00022    |              0 |     0.0782   |         0.00053  |        -0.00066  |               0 |     3.39  |         0.156 |        -0.11  |            0 |     0.302 |         0.014 |        -0.01  |            0 |    12.97    |         1.98    |        -1.99    |              0 |     0.04081 |         0.00623 |        -0.00626 |              0 | Mass             |      0.077    |          0.048    |         -0.049    |                0 |      91.1  |           7    |          -6.6  |             0 |      757 |           52 |          -47 |           0 |          0 | G8 V          |   5356.3  |         41.8  |        -13.1  |            0 |     0.86 |         0.03 |        -0.02 |           0 |      0.94 |          0.02 |         -0.02 |            0 |    0.14  |        0.04  |       -0.04  |           0 | [M/H]         |      4.54 |          0.02 |         -0.04 |            0 | 23h15m47.77s | 348.949   | -10d50m59.06s | -10.8497   |  202.585   |       2.028   |      -1.989   |  12.246   |        0.092  |       -0.092  |    10.305 |         0.021 |        -0.021 |     12.0252  |        0.000364  |       -0.000364  |
| 1320 | K2-138 f             | K2-138             |         1 |         6 | Transit                   |        2017 | K2                                           |                 0 |   12.7576   |      0.0005     |     -0.00048    |              0 |     0.10447  |         0.0007   |        -0.00088  |               0 |     2.904 |         0.164 |        -0.111 |            0 |     0.259 |         0.015 |        -0.01  |            0 |     1.63    |         2.12    |        -1.18    |              0 |     0.00513 |         0.00667 |        -0.00371 |              0 | Mass             |      0.062    |          0.064    |         -0.043    |                0 |      51    |           3.9  |          -3.7  |             0 |      653 |           45 |          -42 |           0 |          0 | G8 V          |   5356.3  |         41.8  |        -13.1  |            0 |     0.86 |         0.03 |        -0.02 |           0 |      0.94 |          0.02 |         -0.02 |            0 |    0.14  |        0.04  |       -0.04  |           0 | [M/H]         |      4.54 |          0.02 |         -0.04 |            0 | 23h15m47.77s | 348.949   | -10d50m59.06s | -10.8497   |  202.585   |       2.028   |      -1.989   |  12.246   |        0.092  |       -0.092  |    10.305 |         0.021 |        -0.021 |     12.0252  |        0.000364  |       -0.000364  |
| 1321 | K2-138 g             | K2-138             |         1 |         6 | Transit                   |        2021 | K2                                           |                 0 |   41.968    |      0.00843    |     -0.00725    |              0 |     0.23109  |         0.00154  |        -0.00196  |               0 |     3.013 |         0.303 |        -0.251 |            0 |     0.269 |         0.027 |        -0.022 |            0 |     4.32    |         5.26    |        -3.03    |              0 |     0.01359 |         0.01655 |        -0.00953 |              0 | Mass             |      0.059    |          0.063    |         -0.04     |                0 |       9.29 |           2.92 |          -2.23 |             0 |      445 |           31 |          -30 |           0 |          0 | G8 V          |   5356.3  |         41.8  |        -13.1  |            0 |     0.86 |         0.03 |        -0.02 |           0 |      0.94 |          0.02 |         -0.02 |            0 |    0.14  |        0.04  |       -0.04  |           0 | [M/H]         |      4.54 |          0.02 |         -0.04 |            0 | 23h15m47.77s | 348.949   | -10d50m59.06s | -10.8497   |  202.585   |       2.028   |      -1.989   |  12.246   |        0.092  |       -0.092  |    10.305 |         0.021 |        -0.021 |     12.0252  |        0.000364  |       -0.000364  |
| 1334 | K2-15 b              | K2-15              |         1 |         1 | Transit                   |        2015 | K2                                           |                 0 |   11.8104   |      0.00204    |     -0.00204    |              0 |     0.091    |         0.0018   |        -0.0018   |               0 |     2.48  |         0.3   |        -0.3   |            0 |     0.221 |         0.027 |        -0.027 |            0 |     6.71    |       nan       |       nan       |              0 |     0.0211  |       nan       |       nan       |              0 | M-R relationship |    nan        |        nan        |        nan        |              nan |      48    |          13    |         -13    |             0 |      676 |           26 |          -26 |           0 |          0 | G8            |   5131    |         69    |        -65    |            0 |     0.68 |         0.06 |        -0.03 |           0 |      0.72 |          0.06 |         -0.03 |            0 |   -0.46  |        0.2   |       -0.14  |           0 | [Fe/H]        |      4.57 |          0.06 |         -0.06 |            0 | 11h52m26.54s | 178.111   | +04d15m16.79s |   4.25466  |  493.992   |       9.0765  |      -9.0765  |  14.758   |        0.172  |       -0.172  |    12.495 |         0.026 |        -0.026 |     14.4237  |        0.000374  |       -0.000374  |
| 1341 | K2-155 b             | K2-155             |         1 |         3 | Transit                   |        2018 | K2                                           |                 0 |    6.342    |      0.002      |     -0.002      |              0 |     0.0562   |         0.0013   |        -0.0014   |               0 |     1.8   |         0.2   |        -0.1   |            0 |     0.161 |         0.018 |        -0.009 |            0 |     3.89    |       nan       |       nan       |              0 |     0.0123  |       nan       |       nan       |              0 | M-R relationship |    nan        |        nan        |        nan        |              nan |      19.9  |           4.5  |          -4.5  |             0 |      708 |           38 |          -31 |           0 |          0 | K7            |   4258    |        150    |       -150    |            0 |     0.58 |         0.06 |        -0.03 |           0 |      0.65 |          0.06 |         -0.03 |            0 |   -0.3   |        0.2   |       -0.2   |           0 | [Fe/H]        |      4.6  |          0.3  |         -0.3  |            0 | 04h21m52.71s |  65.4696  | +21d21m11.75s |  21.3533   |   72.7998  |       0.2864  |      -0.2841  |  12.773   |        0.114  |       -0.114  |     9.496 |         0.017 |        -0.017 |     12.2528  |        0.00023   |       -0.00023   |
| 1342 | K2-155 c             | K2-155             |         1 |         3 | Transit                   |        2018 | K2                                           |                 0 |   13.85     |      0.006      |     -0.006      |              0 |     0.0946   |         0.0031   |        -0.003    |               0 |     2.6   |         0.7   |        -0.2   |            0 |     0.232 |         0.062 |        -0.018 |            0 |     7.27    |       nan       |       nan       |              0 |     0.0229  |       nan       |       nan       |              0 | M-R relationship |    nan        |        nan        |        nan        |              nan |       7    |           1.6  |          -1.6  |             0 |      583 |           52 |          -35 |           0 |          0 | K7            |   4258    |        150    |       -150    |            0 |     0.58 |         0.06 |        -0.03 |           0 |      0.65 |          0.06 |         -0.03 |            0 |   -0.3   |        0.2   |       -0.2   |           0 | [Fe/H]        |      4.6  |          0.3  |         -0.3  |            0 | 04h21m52.71s |  65.4696  | +21d21m11.75s |  21.3533   |   72.7998  |       0.2864  |      -0.2841  |  12.773   |        0.114  |       -0.114  |     9.496 |         0.017 |        -0.017 |     12.2528  |        0.00023   |       -0.00023   |
| 1343 | K2-155 d             | K2-155             |         1 |         3 | Transit                   |        2018 | K2                                           |                 0 |   40.718    |      0.005      |     -0.005      |              0 |     0.1937   |         0.0064   |        -0.0059   |               0 |     1.9   |         0.7   |        -0.2   |            0 |     0.17  |         0.062 |        -0.018 |            0 |     4.27    |       nan       |       nan       |              0 |     0.0134  |       nan       |       nan       |              0 | M-R relationship |    nan        |        nan        |        nan        |              nan |       1.67 |           0.38 |          -0.38 |             0 |      381 |           47 |          -25 |           0 |          0 | K7            |   4258    |        150    |       -150    |            0 |     0.58 |         0.06 |        -0.03 |           0 |      0.65 |          0.06 |         -0.03 |            0 |   -0.3   |        0.2   |       -0.2   |           0 | [Fe/H]        |      4.6  |          0.3  |         -0.3  |            0 | 04h21m52.71s |  65.4696  | +21d21m11.75s |  21.3533   |   72.7998  |       0.2864  |      -0.2841  |  12.773   |        0.114  |       -0.114  |     9.496 |         0.017 |        -0.017 |     12.2528  |        0.00023   |       -0.00023   |
| 1349 | K2-16 b              | K2-16              |         1 |         3 | Transit                   |        2015 | K2                                           |                 0 |    7.6188   |      0.00087    |     -0.00087    |              0 |     0.0667   |         0.0011   |        -0.0011   |               0 |     2.02  |         0.24  |        -0.24  |            0 |     0.18  |         0.021 |        -0.021 |            0 |     4.74    |       nan       |       nan       |              0 |     0.0149  |       nan       |       nan       |              0 | M-R relationship |    nan        |        nan        |        nan        |              nan |      44.5  |           5.2  |          -5.2  |             0 |      658 |           19 |          -19 |           0 |          0 | K3 V          |   4742    |         60    |        -60    |            0 |     0.66 |         0.03 |        -0.03 |           0 |      0.68 |          0.03 |         -0.03 |            0 |   -0.33  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.51 |          0.1  |         -0.1  |            0 | 11h40m23.33s | 175.097   | +04d33m26.75s |   4.55743  |  334.967   |       4.1785  |      -4.1785  |  14.668   |        0.137  |       -0.137  |    12.087 |         0.023 |        -0.023 |     14.3234  |        0.000359  |       -0.000359  |
| 1350 | K2-16 c              | K2-16              |         1 |         3 | Transit                   |        2015 | K2                                           |                 0 |   19.0786   |      0.00327    |     -0.00327    |              0 |     0.1229   |         0.0021   |        -0.0021   |               0 |     2.54  |         1.12  |        -0.47  |            0 |     0.227 |         0.1   |        -0.042 |            0 |     6.99    |       nan       |       nan       |              0 |     0.022   |       nan       |       nan       |              0 | M-R relationship |    nan        |        nan        |        nan        |              nan |      13.1  |           1.5  |          -1.5  |             0 |      485 |           14 |          -14 |           0 |          0 | K3 V          |   4742    |         60    |        -60    |            0 |     0.66 |         0.03 |        -0.03 |           0 |      0.68 |          0.03 |         -0.03 |            0 |   -0.33  |        0.04  |       -0.04  |           0 | [Fe/H]        |      4.51 |          0.1  |         -0.1  |            0 | 11h40m23.33s | 175.097   | +04d33m26.75s |   4.55743  |  334.967   |       4.1785  |      -4.1785  |  14.668   |        0.137  |       -0.137  |    12.087 |         0.023 |        -0.023 |     14.3234  |        0.000359  |       -0.000359  |
| 1360 | K2-167 b             | K2-167             |         1 |         1 | Transit                   |        2018 | K2                                           |                 0 |    9.97857  |      2.2e-05    |     -2.2e-05    |              0 |     0.0999   |         0.0017   |        -0.0018   |               0 |     2.264 |         0.157 |        -0.112 |            0 |     0.202 |         0.014 |        -0.01  |            0 |     5.75    |       nan       |       nan       |              0 |     0.0181  |       nan       |       nan       |              0 | M-R relationship |      0.41     |          0.31     |         -0.22     |                0 |     229    |          36    |         -57    |             0 |     1131 |           23 |          -23 |           0 |          0 | F7 V          |   6141    |         92    |        -93    |            0 |     1.46 |         0.05 |        -0.05 |           0 |      1.34 |          0.07 |         -0.07 |            0 |    0.425 |        0.058 |       -0.07  |           0 | [Fe/H]        |      4.24 |          0.03 |         -0.03 |            0 | 22h26m18.27s | 336.576   | -18d00m41.99s | -18.0117   |   80.8994  |       0.4731  |      -0.4677  |   8.24    |        0.03   |       -0.03   |     6.887 |         0.034 |        -0.034 |      8.10358 |        0.000392  |       -0.000392  |
| 1363 | K2-17 b              | K2-17              |         1 |         1 | Transit                   |        2015 | K2                                           |                 0 |   17.9675   |      0.00152    |     -0.00152    |              0 |     0.119    |         0.002    |        -0.002    |               0 |     2.23  |         0.2   |        -0.2   |            0 |     0.199 |         0.018 |        -0.018 |            0 |     5.6     |       nan       |       nan       |              0 |     0.0176  |       nan       |       nan       |              0 | M-R relationship |      0.18     |          0.201126 |         -0.152247 |                0 |       4.91 |           0.97 |          -0.97 |             0 |      487 |           10 |          -10 |           0 |          0 | K7            |   4320    |         56    |        -47    |            0 |     0.66 |         0.02 |        -0.03 |           0 |      0.71 |          0.02 |         -0.05 |            0 |    0.15  |        0.09  |       -0.22  |           0 | [Fe/H]        |      4.8  |          0.05 |         -0.05 |            0 | 11h53m19.12s | 178.33    | +06d24m44.34s |   6.41232  |  125.106   |       0.663   |      -0.657   |  13.411   |        0.103  |       -0.103  |    10.308 |         0.021 |        -0.021 |     13.0023  |        0.000817  |       -0.000817  |
| 1378 | K2-180 b             | K2-180             |         1 |         1 | Transit                   |        2018 | K2                                           |                 0 |    8.86565  |      1.51e-05   |     -1.52e-05   |              0 |     0.0734   |         0.008    |        -0.0219   |               0 |     2.52  |         0.24  |        -0.1   |            0 |     0.225 |         0.021 |        -0.009 |            0 |    11.4418  |         1.90697 |        -1.90697 |              0 |     0.036   |         0.006   |        -0.006   |              0 | Mass             |      0        |        nan        |        nan        |                0 |      67    |          14    |         -14    |             0 |      802 |           55 |          -41 |           0 |          0 | K2 V          |   5306    |         45    |        -40    |            0 |     0.72 |         0.01 |        -0.01 |           0 |      0.72 |          0.04 |         -0.03 |            0 |   -0.5   |        0.07  |       -0.06  |           0 | [Fe/H]        |      4.57 |          0.03 |         -0.03 |            0 | 08h25m51.45s | 126.464   | +10d14m47.68s |  10.2466   |  203.896   |       1.742   |      -1.712   |  12.557   |        0.046  |       -0.046  |    10.677 |         0.026 |        -0.026 |     12.4039  |        0.0002    |       -0.0002    |
| 1433 | K2-216 b             | K2-216             |         1 |         1 | Transit                   |        2018 | K2                                           |                 0 |    2.1748   |      5e-05      |     -5e-05      |              0 |     0.028    |         0.003    |        -0.007    |               0 |     1.75  |         0.17  |        -0.1   |            0 |     0.156 |         0.015 |        -0.009 |            0 |     8       |         1.6     |        -1.6     |              0 |     0.02517 |         0.00503 |        -0.00503 |              0 | Mass             |      0        |        nan        |        nan        |                0 |     248    |         220    |         -48    |             0 |     1103 |          180 |          -56 |           0 |          0 | K5 V          |   4503    |         69    |        -69    |            0 |     0.72 |         0.03 |        -0.03 |           0 |      0.7  |          0.03 |         -0.03 |            0 |    0     |        0.07  |       -0.07  |           0 | [Fe/H]        |      4.57 |          0.09 |         -0.09 |            0 | 00h45m55.26s |  11.4802  | +06d20m49.31s |   6.34703  |  115.461   |       0.71    |      -0.701   |  12.403   |        0.103  |       -0.103  |     9.721 |         0.018 |        -0.018 |     12.0576  |        0.000207  |       -0.000207  |
| 1452 | K2-229 c             | K2-229             |         1 |         2 | Transit                   |        2018 | K2                                           |                 0 |    8.32727  |      0.00041    |     -0.00043    |              0 |     0.0769   |         0.0003   |        -0.0003   |               0 |     2.03  |         0.12  |        -0.06  |            0 |     0.181 |         0.011 |        -0.005 |            0 |    21.3     |       nan       |       nan       |              1 |     0.06702 |       nan       |       nan       |              1 | Mass             |      0        |        nan        |        nan        |                0 |     nan    |         nan    |         nan    |           nan |      750 |            6 |           -6 |           0 |          0 | G9            |   5315    |         35    |        -31    |            0 |     0.79 |         0.01 |        -0.01 |           0 |      0.87 |          0.01 |         -0.01 |            0 |   -0.09  |        0.02  |       -0.02  |           0 | [Fe/H]        |      4.59 |          0    |         -0.01 |            0 | 12h27m29.50s | 186.873   | -06d43m18.65s |  -6.72185  |  102.564   |       1.093   |      -1.07    |  10.985   |        0.017  |       -0.017  |     9.05  |         0.023 |        -0.023 |     10.7861  |        0.001541  |       -0.001541  |
| 1458 | K2-233 d             | K2-233             |         1 |         3 | Transit                   |        2018 | K2                                           |                 0 |   24.3645   |      0.00068    |     -0.00068    |              0 |     0.15224  |         0.00046  |        -0.00042  |               0 |     2.358 |         0.043 |        -0.036 |            0 |     0.21  |         0.004 |        -0.003 |            0 |    21.14    |       nan       |       nan       |              1 |     0.06651 |       nan       |       nan       |              1 | Mass             |      0.1999   |        nan        |        nan        |                1 |      12.9  |           1.4  |          -1.4  |             0 |      523 |            5 |           -4 |           0 |          0 | K3            |   5033    |         41    |        -35    |            0 |     0.71 |         0.01 |        -0.01 |           0 |      0.79 |          0.01 |         -0.01 |            0 |   -0.09  |        0.03  |       -0.03  |           0 | [Fe/H]        |      4.64 |          0.01 |         -0.01 |            0 | 15h21m55.18s | 230.48    | -20d13m54.47s | -20.2318   |   67.5062  |       0.2799  |      -0.2775  |  10.883   |        0.014  |       -0.014  |     8.375 |         0.023 |        -0.023 |     10.4191  |        0.000343  |       -0.000343  |
| 1494 | K2-263 b             | K2-263             |         1 |         1 | Transit                   |        2018 | K2                                           |                 0 |   50.8189   |      9.4e-05    |     -9.4e-05    |              0 |     0.2573   |         0.0029   |        -0.0029   |               0 |     2.41  |         0.12  |        -0.12  |            0 |     0.215 |         0.011 |        -0.011 |            0 |    14.8     |         3.1     |        -3.1     |              0 |     0.04657 |         0.00975 |        -0.00975 |              0 | Mass             |      0.14     |        nan        |        nan        |                1 |     nan    |         nan    |         nan    |           nan |      470 |           10 |          -10 |           0 |          0 | G9 V          |   5368    |         44    |        -44    |            0 |     0.85 |         0.02 |        -0.02 |           0 |      0.88 |          0.03 |         -0.03 |            0 |   -0.08  |        0.05  |       -0.05  |           0 | [m/H]         |      4.51 |          0.08 |         -0.08 |            0 | 08h38m43.71s | 129.682   | +15d40m50.17s |  15.6806   |  162.481   |       1.38    |      -1.357   |  11.568   |        0.046  |       -0.046  |     9.748 |         0.02  |        -0.02  |     11.4055  |        0.00068   |       -0.00068   |
